Time;cpu
2016-09-07 03:48:47.936;1.71
2016-09-07 03:49:17.921;1.38
2016-09-07 03:49:47.939;1.55
2016-09-07 03:50:17.923;1.73
2016-09-07 03:50:47.952;1.26
2016-09-07 03:51:17.924;0.82
2016-09-07 03:51:47.935;1.07
2016-09-07 03:52:17.926;0.89
2016-09-07 03:52:47.961;0.54
2016-09-07 03:53:17.932;0.61
2016-09-07 03:53:47.926;0.49
2016-09-07 03:54:17.941;0.46
2016-09-07 03:54:47.928;0.36
2016-09-07 03:55:17.953;0.22
2016-09-07 03:55:47.928;0.13
2016-09-07 03:56:17.946;0.5
2016-09-07 03:56:47.931;0.64
2016-09-07 03:57:17.944;1.07
2016-09-07 03:57:47.932;1.44
2016-09-07 03:58:17.957;1.66
2016-09-07 03:58:47.934;1.27
2016-09-07 03:59:17.956;1.34
2016-09-07 03:59:47.936;1.78
2016-09-07 04:00:17.953;1.62
2016-09-07 04:00:47.937;1.57
2016-09-07 04:01:17.956;1.63
2016-09-07 04:01:47.940;2.12
2016-09-07 04:02:17.957;1.71
2016-09-07 04:02:47.942;1.7
2016-09-07 04:03:17.962;1.03
2016-09-07 04:03:47.943;0.78
2016-09-07 04:04:17.967;0.84
2016-09-07 04:04:47.944;0.81
2016-09-07 04:05:17.968;0.9
2016-09-07 04:05:47.945;1.06
2016-09-07 04:06:17.972;0.87
2016-09-07 04:06:47.946;1.09
2016-09-07 04:07:17.976;1.28
2016-09-07 04:07:47.947;1.63
2016-09-07 04:08:17.998;1.95
2016-09-07 04:08:47.949;2.03
2016-09-07 04:09:17.965;1.94
2016-09-07 04:09:47.950;1.25
2016-09-07 04:10:17.968;0.89
2016-09-07 04:10:47.951;0.95
2016-09-07 04:11:17.974;1.24
2016-09-07 04:11:47.951;1.12
2016-09-07 04:12:17.975;1.49
2016-09-07 04:12:47.953;1.15
2016-09-07 04:13:17.983;1.21
2016-09-07 04:13:47.955;1.25
2016-09-07 04:14:17.973;1.12
2016-09-07 04:14:47.957;0.68
2016-09-07 04:15:17.983;0.77
2016-09-07 04:15:47.957;0.69
2016-09-07 04:16:17.970;0.66
2016-09-07 04:16:47.960;0.51
2016-09-07 04:17:17.978;1.37
2016-09-07 04:17:47.961;1.12
2016-09-07 04:18:17.986;1.46
2016-09-07 04:18:47.962;1.44
2016-09-07 04:19:17.986;1.66
2016-09-07 04:19:47.965;1.79
2016-09-07 04:20:17.981;2.03
2016-09-07 04:20:47.966;2.02
2016-09-07 04:21:17.993;2.01
2016-09-07 04:21:47.966;2.07
2016-09-07 04:22:17.989;2.5
2016-09-07 04:22:47.980;2.09
2016-09-07 04:23:17.976;2.06
2016-09-07 04:23:47.969;1.76
2016-09-07 04:24:17.991;1.29
2016-09-07 04:24:47.971;1.22
